code,term
13644009,Hypercholesterolemia
15771000119109,Familial hyperalphalipoproteinemia
190774002,"Hyperlipidemia, group A"
238076009,Primary hypercholesterolemia
238077000,Polygenic hypercholesterolemia
238078005,Familial hypercholesterolemia - homozygous
238079002,Familial hypercholesterolemia - heterozygous
238080004,Hyperalphalipoproteinemia
238081000,Familial defective apolipoprotein B-100
238082007,Secondary hypercholesterolemia
267432004,Pure hypercholesterolemia
397915002,Fredrickson type IIa hyperlipoproteinemia
398036000,Familial hypercholesterolemia
403829002,Familial hypercholesterolemia due to heterozygous low density lipoprotein receptor mutation
403830007,Familial hypercholesterolemia due to homozygous low density lipoprotein receptor mutation
403831006,Familial hypercholesterolemia due to genetic defect of apolipoprotein B
767133009,Familial hypercholesterolemia co-occurrent and due to combined heterozygous low density lipoprotein receptor and low density lipoprotein receptor adaptor protein 1 mutations
773726000,Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency
