code,term
F00,Dementia in Alzheimer disease G30.-
F000,Dementia in Alzheimer disease with early onset G30.0
F001,Dementia in Alzheimer disease with late onset G30.1
F002,"Dementia in Alzheimer disease, atypical or mixed type G30.8"
F009,"Dementia in Alzheimer disease, unspecified G30.9"
F01,Vascular dementia
F010,Vascular dementia of acute onset
F011,Multi-infarct dementia
F012,Subcortical vascular dementia
F013,Mixed cortical and subcortical vascular dementia
F018,Other vascular dementia
F019,"Vascular dementia, unspecified"
F02,Dementia in other diseases classified elsewhere
F020,Dementia in Pick disease G31.0
F021,Dementia in Creutzfeldt-Jakob disease A81.0
F022,Dementia in Huntington disease G10
F023,Dementia in Parkinson disease G20
F024,Dementia in human immunodeficiency virus [HIV] disease B22.0
F028,Dementia in other specified diseases classified elsewhere
F03,Unspecified dementia
F051,Delirium superimposed on dementia
G30,Alzheimer disease
G300,Alzheimer disease with early onset
G301,Alzheimer disease with late onset
G308,Other Alzheimer disease
G309,"Alzheimer disease, unspecified"
